gameId,playId,pocket_collapsed,pocket_time,play_time,oline,dline
2021090900,3633,False,3.9,3.9,TB,DAL
2021090900,3655,True,2.5,3.5,TB,DAL
2021090900,3724,True,3.6,4.0,DAL,TB
2021090900,3746,True,2.9,4.0,DAL,TB
2021090900,3793,False,4.2,4.2,TB,DAL
2021090900,3862,True,3.5,4.7,TB,DAL
2021090900,3909,False,3.2,3.2,TB,DAL
2021090900,3933,False,3.1,3.1,TB,DAL
2021090900,3962,True,3.6,4.4,TB,DAL
2021090900,4094,False,3.1,3.1,DAL,TB
2021090900,4141,False,3.2,3.2,DAL,TB
2021090900,4189,False,4.2,4.2,DAL,TB
2021090900,4211,True,2.6,4.3,DAL,TB
2021090900,4246,False,3.6,3.6,DAL,TB
2021090900,4287,True,2.3,3.5,DAL,TB
2021090900,4393,True,2.9,4.4,DAL,TB
2021090900,4428,True,3.5,3.6,DAL,TB
2021090900,4538,True,3.0,4.0,TB,DAL
2021090900,4560,True,3.0,3.6,TB,DAL
2021090900,4624,True,3.5,3.9,TB,DAL
2021090900,4653,False,3.3,3.3,TB,DAL
2021090900,4677,False,3.9,3.9,TB,DAL
2021090900,4699,False,3.7,3.7,TB,DAL
2021090900,4728,True,2.5,2.9,TB,DAL
2021090900,4750,False,3.4,3.4,TB,DAL
2021090900,4772,False,2.8,2.8,TB,DAL
2021091200,56,True,3.7,3.7,ATL,PHI
2021091200,122,True,2.5,3.9,ATL,PHI
2021091200,146,True,2.3,2.8,ATL,PHI
2021091200,176,True,2.6,4.0,ATL,PHI
2021091200,231,False,3.1,3.1,ATL,PHI
2021091200,303,True,2.7,3.6,ATL,PHI
2021091200,348,True,3.2,4.2,ATL,PHI
2021091200,370,False,3.1,3.1,ATL,PHI
2021091200,605,False,3.2,3.2,PHI,ATL
2021091200,705,True,2.3,3.3,ATL,PHI
2021091200,750,True,3.5,3.7,ATL,PHI
2021091200,821,False,2.9,2.9,ATL,PHI
2021091200,843,True,2.3,6.2,ATL,PHI
2021091200,864,True,2.5,3.5,ATL,PHI
2021091200,966,True,2.8,5.7,ATL,PHI
2021091200,1023,False,2.8,2.8,ATL,PHI
2021091200,1085,True,2.6,4.6,ATL,PHI
2021091200,1153,True,4.2,5.0,PHI,ATL
2021091200,1182,False,4.6,4.6,PHI,ATL
2021091200,1206,False,3.8,3.8,PHI,ATL
2021091200,1249,False,3.0,3.0,PHI,ATL
2021091200,1271,True,3.6,5.8,PHI,ATL
2021091200,1326,True,2.7,4.8,ATL,PHI
2021091200,1459,True,3.0,4.7,ATL,PHI
2021091200,1494,False,3.2,3.2,ATL,PHI
2021091200,1558,False,3.3,3.3,PHI,ATL
2021091200,1582,False,3.0,3.0,PHI,ATL
2021091200,1606,True,3.9,5.0,PHI,ATL
2021091200,1630,False,3.5,3.5,PHI,ATL
2021091200,1732,True,3.6,3.6,PHI,ATL
2021091200,1792,True,3.9,5.9,PHI,ATL
2021091200,1991,False,3.7,3.7,PHI,ATL
2021091200,2020,True,2.5,2.9,PHI,ATL
2021091200,2063,True,4.5,5.1,PHI,ATL
2021091200,2121,False,3.9,3.9,PHI,ATL
2021091200,2145,True,3.5,5.7,PHI,ATL
2021091200,2214,True,4.0,4.4,PHI,ATL
2021091200,2275,True,2.2,4.6,PHI,ATL
2021091200,2321,False,3.7,3.7,PHI,ATL
2021091200,2399,True,4.5,5.5,PHI,ATL
2021091200,2631,True,2.9,6.7,PHI,ATL
2021091200,2675,True,2.5,3.1,ATL,PHI
2021091200,2720,True,3.2,5.3,ATL,PHI
2021091200,2767,True,2.8,3.5,PHI,ATL
2021091200,2906,True,3.2,3.9,PHI,ATL
2021091200,2935,False,3.2,3.2,PHI,ATL
2021091200,2978,False,2.9,2.9,ATL,PHI
2021091200,3045,True,2.6,3.2,ATL,PHI
2021091200,3110,False,3.3,3.3,ATL,PHI
2021091200,3145,False,3.8,3.8,ATL,PHI
2021091200,3383,False,3.6,3.6,ATL,PHI
2021091200,3416,False,3.0,3.0,ATL,PHI
2021091200,3480,True,3.0,3.6,ATL,PHI
2021091200,3502,False,3.8,3.8,ATL,PHI
2021091200,3599,True,4.6,4.8,PHI,ATL
2021091200,3659,False,3.2,3.2,PHI,ATL
2021091200,3728,False,3.5,3.5,ATL,PHI
2021091200,3752,False,3.7,3.7,ATL,PHI
2021091200,3776,False,4.2,4.2,ATL,PHI
2021091200,3798,False,3.9,3.9,ATL,PHI
2021091200,3820,True,2.2,4.2,ATL,PHI
2021091200,3928,False,3.4,3.4,PHI,ATL
2021091200,3988,False,3.1,3.1,ATL,PHI
2021091200,4017,True,3.1,3.4,ATL,PHI
2021091200,4041,True,3.2,4.2,ATL,PHI
2021091200,4112,True,2.2,5.0,ATL,PHI
2021091200,4131,True,7.0,7.7,PHI,ATL
2021091200,4240,False,4.7,4.7,ATL,PHI
2021091200,4274,False,3.4,3.4,ATL,PHI
2021091200,4298,True,2.5,4.5,ATL,PHI
2021091200,4317,True,2.7,3.1,ATL,PHI
2021091200,4346,True,2.4,4.9,ATL,PHI
2021091200,4367,True,2.8,3.2,ATL,PHI
2021091201,63,False,3.1,3.1,BUF,PIT
2021091201,111,True,3.1,4.2,BUF,PIT
2021091201,262,True,2.0,3.2,PIT,BUF
2021091201,345,True,3.7,6.6,BUF,PIT
2021091201,406,False,3.7,3.7,BUF,PIT
2021091201,430,True,3.3,4.9,BUF,PIT
2021091201,454,True,3.3,3.8,BUF,PIT
2021091201,476,True,2.2,4.2,BUF,PIT
2021091201,500,True,1.4,3.9,BUF,PIT
2021091201,561,False,4.6,4.6,BUF,PIT
2021091201,589,True,3.0,5.8,BUF,PIT
2021091201,639,False,3.0,3.0,PIT,BUF
2021091201,691,True,2.7,4.4,PIT,BUF
2021091201,762,True,3.8,4.6,BUF,PIT
2021091201,856,False,4.5,4.5,PIT,BUF
2021091201,901,False,3.3,3.3,PIT,BUF
2021091201,997,True,2.2,3.6,PIT,BUF
2021091201,1058,True,2.7,3.3,BUF,PIT
2021091201,1087,False,3.1,3.1,BUF,PIT
2021091201,1148,False,2.8,2.8,BUF,PIT
2021091201,1172,True,4.7,4.9,BUF,PIT
2021091201,1234,True,3.3,4.3,PIT,BUF
2021091201,1300,False,3.5,3.5,PIT,BUF
2021091201,1367,True,3.8,4.2,BUF,PIT
2021091201,1393,True,2.2,4.9,BUF,PIT
2021091201,1422,True,2.5,3.8,PIT,BUF
2021091201,1446,True,2.3,5.0,PIT,BUF
2021091201,1486,False,3.6,3.6,PIT,BUF
2021091201,1548,True,2.4,3.6,BUF,PIT
2021091201,1572,True,3.5,5.9,BUF,PIT
2021091201,1605,True,2.3,3.3,BUF,PIT
2021091201,1629,False,3.2,3.2,BUF,PIT
2021091201,1653,False,3.5,3.5,BUF,PIT
2021091201,1710,True,1.8,2.8,BUF,PIT
2021091201,1746,True,3.4,4.0,BUF,PIT
2021091201,1808,False,3.3,3.3,BUF,PIT
2021091201,1870,True,4.2,5.2,BUF,PIT
2021091201,1951,False,3.7,3.7,BUF,PIT
2021091201,2126,True,2.8,6.0,PIT,BUF
2021091201,2209,True,2.6,4.8,PIT,BUF
2021091201,2302,True,2.1,3.8,PIT,BUF
2021091201,2362,False,3.4,3.4,BUF,PIT
2021091201,2392,True,2.9,3.5,BUF,PIT
2021091201,2414,False,2.9,2.9,BUF,PIT
2021091201,2438,False,3.0,3.0,BUF,PIT
2021091201,2483,True,2.5,4.1,BUF,PIT
2021091201,2547,False,3.3,3.3,BUF,PIT
2021091201,2590,False,4.6,4.6,BUF,PIT
2021091201,2612,True,3.3,4.2,BUF,PIT
2021091201,2634,True,2.1,2.5,PIT,BUF
2021091201,2709,True,3.5,3.6,PIT,BUF
2021091201,2731,True,4.2,4.3,PIT,BUF
2021091201,2828,True,4.8,5.3,PIT,BUF
2021091201,2850,False,4.0,4.0,PIT,BUF
2021091201,2912,True,2.7,3.2,BUF,PIT
2021091201,2936,True,2.9,3.5,BUF,PIT
2021091201,2983,False,3.4,3.4,BUF,PIT
2021091201,3004,True,5.0,5.4,BUF,PIT
2021091201,3049,False,3.2,3.2,BUF,PIT
2021091201,3165,True,3.1,3.3,PIT,BUF
2021091201,3219,False,3.0,3.0,PIT,BUF
2021091201,3312,False,3.1,3.1,BUF,PIT
2021091201,3346,True,3.2,6.0,BUF,PIT
2021091201,3431,False,3.6,3.6,BUF,PIT
2021091201,3584,False,3.0,3.0,BUF,PIT
2021091201,3655,False,3.9,3.9,PIT,BUF
2021091201,3709,False,3.6,3.6,PIT,BUF
2021091201,3756,True,4.2,5.4,PIT,BUF
2021091201,3799,False,3.7,3.7,PIT,BUF
2021091201,3878,False,3.5,3.5,PIT,BUF
2021091201,3967,True,2.5,3.5,BUF,PIT
2021091201,3989,True,1.6,3.5,BUF,PIT
2021091201,4011,True,3.9,4.8,BUF,PIT
2021091201,4033,True,3.2,4.7,BUF,PIT
2021091201,4074,False,4.2,4.2,BUF,PIT
2021091201,4103,True,1.4,5.2,BUF,PIT
2021091201,4156,False,3.3,3.3,BUF,PIT
2021091201,4180,True,3.6,3.7,BUF,PIT
2021091201,4209,True,2.8,4.1,BUF,PIT
2021091201,4233,True,2.7,6.4,BUF,PIT
2021091201,4266,True,2.4,3.3,BUF,PIT
2021091202,88,False,2.7,2.7,NYJ,CAR
2021091202,210,True,2.4,3.8,NYJ,CAR
2021091202,394,True,3.2,3.3,CAR,NYJ
2021091202,467,True,2.1,6.5,NYJ,CAR
2021091202,489,True,3.7,4.2,NYJ,CAR
2021091202,602,True,2.8,2.9,CAR,NYJ
2021091202,664,False,3.2,3.2,CAR,NYJ
2021091202,688,False,2.8,2.8,CAR,NYJ
2021091202,815,True,2.2,3.9,NYJ,CAR
2021091202,837,True,2.5,4.7,NYJ,CAR
2021091202,935,False,3.3,3.3,CAR,NYJ
2021091202,957,True,2.8,3.4,CAR,NYJ
2021091202,1021,True,2.8,3.7,CAR,NYJ
2021091202,1074,False,3.4,3.4,CAR,NYJ
2021091202,1113,True,2.5,3.2,CAR,NYJ
2021091202,1241,False,3.7,3.7,NYJ,CAR
2021091202,1297,True,2.0,3.7,NYJ,CAR
2021091202,1319,True,3.3,3.6,NYJ,CAR
2021091202,1350,True,2.6,4.3,CAR,NYJ
2021091202,1419,True,3.1,6.8,CAR,NYJ
2021091202,1441,True,2.7,3.1,CAR,NYJ
2021091202,1497,True,2.0,6.1,NYJ,CAR
2021091202,1519,True,2.3,3.1,NYJ,CAR
2021091202,1543,False,3.2,3.2,NYJ,CAR
2021091202,1596,True,2.3,3.1,NYJ,CAR
2021091202,1620,True,2.5,3.9,NYJ,CAR
2021091202,1696,False,4.8,4.8,CAR,NYJ
2021091202,1752,False,3.6,3.6,NYJ,CAR
2021091202,1774,True,2.5,2.8,NYJ,CAR
2021091202,1798,True,3.2,5.2,NYJ,CAR
2021091202,1885,True,3.0,3.7,CAR,NYJ
2021091202,1909,False,5.8,5.8,CAR,NYJ
2021091202,1943,True,3.3,3.6,CAR,NYJ
2021091202,1967,False,2.6,2.6,CAR,NYJ
2021091202,1991,True,3.4,3.7,CAR,NYJ
2021091202,2153,False,3.2,3.2,CAR,NYJ
2021091202,2196,True,3.4,4.4,CAR,NYJ
2021091202,2261,True,2.1,3.1,NYJ,CAR
2021091202,2283,True,2.6,3.7,NYJ,CAR
2021091202,2345,False,3.1,3.1,NYJ,CAR
2021091202,2367,True,3.6,3.8,NYJ,CAR
2021091202,2428,True,1.7,3.9,CAR,NYJ
2021091202,2457,True,2.5,3.8,CAR,NYJ
2021091202,2481,True,3.2,3.6,CAR,NYJ
2021091202,2503,True,2.5,3.3,CAR,NYJ
2021091202,2543,True,3.8,10.6,NYJ,CAR
2021091202,2586,True,5.2,5.4,NYJ,CAR
2021091202,2662,True,2.5,3.4,CAR,NYJ
2021091202,2684,True,2.9,3.5,CAR,NYJ
2021091202,2797,False,4.3,4.3,NYJ,CAR
2021091202,2821,False,3.0,3.0,NYJ,CAR
2021091202,2883,True,2.2,5.0,NYJ,CAR
2021091202,2949,True,4.4,7.9,NYJ,CAR
2021091202,3075,False,3.4,3.4,CAR,NYJ
2021091202,3376,False,3.0,3.0,NYJ,CAR
2021091202,3398,True,2.6,7.2,NYJ,CAR
2021091202,3420,True,2.8,4.5,NYJ,CAR
2021091202,3490,True,2.8,7.4,CAR,NYJ
2021091202,3512,False,4.0,4.0,CAR,NYJ
2021091202,3536,True,2.8,3.4,CAR,NYJ
2021091202,3606,False,2.0,2.0,NYJ,CAR
2021091202,3635,False,3.2,3.2,NYJ,CAR
2021091202,3675,True,3.2,3.9,NYJ,CAR
2021091202,3699,True,2.8,2.9,NYJ,CAR
2021091202,3723,True,2.2,2.7,NYJ,CAR
2021091202,3745,True,3.8,4.7,NYJ,CAR
2021091202,3767,True,3.0,3.6,NYJ,CAR
2021091202,3791,True,2.8,4.3,NYJ,CAR
2021091202,3820,True,2.5,4.4,NYJ,CAR
2021091202,3843,True,3.6,3.8,NYJ,CAR
2021091202,3889,False,3.2,3.2,NYJ,CAR
2021091202,3914,True,2.4,3.2,NYJ,CAR
2021091203,125,False,3.1,3.1,MIN,CIN
2021091203,149,False,3.6,3.6,MIN,CIN
2021091203,223,True,2.6,3.9,MIN,CIN
2021091203,258,False,3.7,3.7,MIN,CIN
2021091203,280,False,3.0,3.0,MIN,CIN
2021091203,405,True,2.5,2.8,CIN,MIN
2021091203,533,True,2.3,2.7,MIN,CIN
2021091203,601,True,2.1,5.1,CIN,MIN
2021091203,620,True,2.9,3.6,CIN,MIN
2021091203,672,True,2.0,3.0,MIN,CIN
2021091203,722,True,3.5,5.3,MIN,CIN
2021091203,765,True,5.1,6.2,MIN,CIN
2021091203,845,True,2.8,3.0,CIN,MIN
2021091203,924,False,3.0,3.0,MIN,CIN
2021091203,1041,False,3.8,3.8,MIN,CIN
2021091203,1086,True,2.5,4.3,MIN,CIN
2021091203,1258,False,3.1,3.1,MIN,CIN
2021091203,1414,True,1.9,4.5,CIN,MIN
2021091203,1485,True,3.6,3.6,CIN,MIN
2021091203,1521,True,2.4,6.5,CIN,MIN
2021091203,1561,True,2.6,3.2,CIN,MIN
2021091203,1591,False,3.7,3.7,CIN,MIN
2021091203,1667,True,3.7,4.3,CIN,MIN
2021091203,1723,True,3.0,3.3,MIN,CIN
2021091203,1745,True,2.2,3.2,MIN,CIN
2021091203,1780,False,3.7,3.7,MIN,CIN
2021091203,1809,True,3.6,4.2,MIN,CIN
2021091203,1885,False,3.3,3.3,CIN,MIN
2021091203,1909,False,3.4,3.4,CIN,MIN
2021091203,1938,False,3.8,3.8,CIN,MIN
2021091203,1967,True,3.5,3.7,CIN,MIN
2021091203,2063,False,4.4,4.4,MIN,CIN
2021091203,2104,True,2.7,4.9,MIN,CIN
2021091203,2186,True,2.8,3.8,MIN,CIN
2021091203,2219,True,4.8,6.7,MIN,CIN
2021091203,2376,False,2.7,2.7,CIN,MIN
2021091203,2400,True,3.9,4.2,CIN,MIN
2021091203,2450,True,2.3,4.4,CIN,MIN
2021091203,2472,False,3.8,3.8,CIN,MIN
2021091203,2538,True,3.6,3.9,CIN,MIN
2021091203,2685,True,4.0,5.2,MIN,CIN
2021091203,2751,False,3.2,3.2,MIN,CIN
2021091203,2773,False,2.9,2.9,MIN,CIN
2021091203,2822,True,3.2,5.4,CIN,MIN
2021091203,2862,False,3.1,3.1,CIN,MIN
2021091203,2909,True,3.9,4.4,MIN,CIN
2021091203,2952,True,3.1,3.6,MIN,CIN
2021091203,2974,True,2.5,2.9,MIN,CIN
2021091203,3239,True,3.0,3.8,MIN,CIN
2021091203,3261,False,3.4,3.4,MIN,CIN
2021091203,3320,True,1.9,4.1,MIN,CIN
2021091203,3366,False,4.4,4.4,MIN,CIN
2021091203,3405,True,3.4,3.9,MIN,CIN
2021091203,3429,True,3.2,3.3,MIN,CIN
2021091203,3453,False,3.9,3.9,MIN,CIN
2021091203,3623,True,2.8,4.6,CIN,MIN
2021091203,3645,True,3.2,5.1,CIN,MIN
2021091203,3682,True,2.4,6.7,MIN,CIN
2021091203,3740,False,3.5,3.5,MIN,CIN
2021091203,3764,True,3.1,5.4,MIN,CIN
2021091203,3977,False,3.3,3.3,MIN,CIN
2021091203,4001,False,3.7,3.7,MIN,CIN
2021091203,4025,True,2.5,3.6,MIN,CIN
2021091203,4047,True,2.8,3.0,MIN,CIN
2021091203,4076,False,4.1,4.1,MIN,CIN
2021091203,4100,False,2.9,2.9,MIN,CIN
2021091203,4124,False,4.0,4.0,MIN,CIN
2021091203,4284,False,3.9,3.9,CIN,MIN
2021091203,4329,True,2.9,5.6,CIN,MIN
2021091203,4393,True,2.7,3.7,MIN,CIN
2021091203,4415,False,3.5,3.5,MIN,CIN
2021091203,4528,True,3.5,3.5,CIN,MIN
2021091203,4596,True,4.0,4.3,MIN,CIN
2021091203,4629,True,2.3,5.3,MIN,CIN
2021091203,4682,False,3.6,3.6,MIN,CIN
2021091203,4849,True,3.0,4.4,CIN,MIN
2021091204,90,True,2.2,3.8,DET,SF
2021091204,135,True,2.7,3.5,DET,SF
2021091204,157,False,4.0,4.0,DET,SF
2021091204,282,True,3.2,3.8,DET,SF
2021091204,328,True,3.7,4.0,DET,SF
2021091204,417,True,2.2,3.5,SF,DET
2021091204,487,False,3.3,3.3,SF,DET
2021091204,516,False,3.7,3.7,SF,DET
2021091204,596,False,3.0,3.0,DET,SF
2021091204,660,True,3.7,3.9,DET,SF
2021091204,693,True,3.8,5.5,DET,SF
2021091204,712,True,4.0,4.4,DET,SF
2021091204,736,True,2.5,3.3,DET,SF
2021091204,807,False,2.6,2.6,DET,SF
2021091204,831,False,2.7,2.7,DET,SF
2021091204,895,True,3.6,3.8,DET,SF
2021091204,919,False,3.3,3.3,DET,SF
2021091204,1026,False,4.2,4.2,SF,DET
2021091204,1054,False,2.8,2.8,SF,DET
2021091204,1163,True,2.0,4.3,DET,SF
2021091204,1187,False,3.3,3.3,DET,SF
2021091204,1300,True,3.1,3.8,DET,SF
2021091204,1365,True,4.3,5.0,SF,DET
2021091204,1443,False,4.3,4.3,SF,DET
2021091204,1488,True,2.4,4.6,SF,DET
2021091204,1579,True,2.5,3.9,DET,SF
2021091204,1641,False,5.6,5.6,DET,SF
2021091204,1670,False,4.0,4.0,DET,SF
2021091204,1775,True,2.6,5.1,DET,SF
2021091204,1811,True,2.6,3.6,DET,SF
2021091204,1916,False,2.8,2.8,SF,DET
2021091204,1938,False,4.2,4.2,SF,DET
2021091204,1979,True,2.0,4.3,SF,DET
2021091204,2034,False,3.7,3.7,SF,DET
2021091204,2148,True,3.1,4.7,SF,DET
2021091204,2196,False,3.0,3.0,SF,DET
2021091204,2263,True,2.6,5.2,SF,DET
2021091204,2345,False,3.0,3.0,DET,SF
2021091204,2367,False,3.7,3.7,DET,SF
2021091204,2421,True,3.1,3.7,DET,SF
2021091204,2447,True,2.7,3.2,DET,SF
2021091204,2596,True,2.5,3.6,SF,DET
2021091204,2652,True,2.4,5.8,DET,SF
2021091204,2699,True,2.0,2.8,DET,SF
2021091204,2742,False,4.3,4.3,DET,SF
2021091204,2766,True,5.2,5.3,DET,SF
2021091204,2876,False,3.4,3.4,SF,DET
2021091204,3017,False,4.3,4.3,DET,SF
2021091204,3060,False,3.4,3.4,DET,SF
2021091204,3100,True,3.5,6.8,DET,SF
2021091204,3171,True,2.4,4.3,SF,DET
2021091204,3195,True,2.0,3.0,SF,DET
2021091204,3255,True,2.7,5.1,SF,DET
2021091204,3351,False,3.8,3.8,DET,SF
2021091204,3375,False,3.3,3.3,DET,SF
2021091204,3404,True,3.6,7.1,DET,SF
2021091204,3444,True,1.9,3.3,DET,SF
2021091204,3479,True,3.7,3.9,DET,SF
2021091204,3504,True,2.7,3.2,DET,SF
2021091204,3533,False,4.0,4.0,DET,SF
2021091204,3597,False,2.6,2.6,SF,DET
2021091204,3638,True,3.0,3.6,DET,SF
2021091204,3662,True,2.9,3.4,DET,SF
2021091204,3691,False,3.5,3.5,DET,SF
2021091204,3719,True,3.3,3.8,DET,SF
2021091204,3741,False,3.4,3.4,DET,SF
2021091204,3774,True,3.8,3.9,DET,SF
2021091204,3808,True,3.4,3.7,DET,SF
2021091204,3832,True,3.1,3.7,DET,SF
2021091204,3856,True,2.6,4.1,DET,SF
2021091204,3880,True,3.5,3.6,DET,SF
2021091204,3908,True,4.8,5.6,DET,SF
2021091204,3973,True,2.6,3.2,DET,SF
2021091204,4042,False,2.7,2.7,DET,SF
2021091204,4082,False,3.5,3.5,DET,SF
2021091204,4106,False,3.4,3.4,DET,SF
2021091204,4135,True,2.8,4.2,DET,SF
2021091204,4164,False,2.9,2.9,DET,SF
2021091204,4199,False,3.3,3.3,DET,SF
2021091204,4253,True,3.6,4.3,DET,SF
2021091204,4401,True,2.2,4.2,SF,DET
2021091204,4441,False,3.3,3.3,DET,SF
2021091204,4463,False,4.2,4.2,DET,SF
2021091204,4492,True,3.4,3.6,DET,SF
2021091204,4514,False,4.5,4.5,DET,SF
2021091204,4555,True,3.7,4.4,DET,SF
2021091204,4581,True,5.1,5.6,DET,SF
2021091204,4607,False,3.2,3.2,DET,SF
2021091204,4629,True,3.8,4.6,DET,SF
2021091205,78,False,3.0,3.0,HOU,JAX
2021091205,100,False,3.2,3.2,HOU,JAX
2021091205,151,False,3.5,3.5,JAX,HOU
2021091205,249,True,2.4,3.2,JAX,HOU
2021091205,337,True,2.8,5.4,HOU,JAX
2021091205,404,True,3.7,7.1,HOU,JAX
2021091205,423,False,3.0,3.0,HOU,JAX
2021091205,447,False,3.5,3.5,HOU,JAX
2021091205,513,True,2.6,4.0,HOU,JAX
2021091205,643,False,4.1,4.1,JAX,HOU
2021091205,699,False,3.2,3.2,JAX,HOU
2021091205,745,True,2.4,3.0,JAX,HOU
2021091205,787,False,3.4,3.4,HOU,JAX
2021091205,811,True,5.6,5.9,HOU,JAX
2021091205,856,True,3.2,3.2,HOU,JAX
2021091205,878,False,3.5,3.5,HOU,JAX
2021091205,1050,False,3.7,3.7,JAX,HOU
2021091205,1091,True,2.7,4.1,JAX,HOU
2021091205,1157,True,2.8,3.9,JAX,HOU
2021091205,1179,True,3.8,7.1,JAX,HOU
2021091205,1212,True,3.5,4.1,JAX,HOU
2021091205,1278,True,3.4,3.4,JAX,HOU
2021091205,1359,True,4.2,4.4,HOU,JAX
2021091205,1404,True,2.6,5.9,HOU,JAX
2021091205,1426,True,3.4,3.4,HOU,JAX
2021091205,1494,True,2.8,3.3,HOU,JAX
2021091205,1518,True,2.5,2.9,HOU,JAX
2021091205,1667,True,4.2,4.9,JAX,HOU
2021091205,1711,False,3.3,3.3,JAX,HOU
2021091205,1739,True,2.6,6.5,JAX,HOU
2021091205,1808,True,2.0,6.8,HOU,JAX
2021091205,1924,True,4.2,4.2,JAX,HOU
2021091205,1988,True,4.1,4.9,HOU,JAX
2021091205,2042,True,2.0,2.8,HOU,JAX
2021091205,2075,False,2.8,2.8,HOU,JAX
2021091205,2097,True,5.2,5.5,HOU,JAX
2021091205,2183,True,3.0,3.4,JAX,HOU
2021091205,2223,False,3.4,3.4,JAX,HOU
2021091205,2245,False,2.9,2.9,JAX,HOU
2021091205,2297,True,3.7,4.9,HOU,JAX
2021091205,2325,True,2.9,3.7,HOU,JAX
2021091205,2388,True,2.7,7.9,HOU,JAX
2021091205,2429,True,3.3,3.7,HOU,JAX
2021091205,2581,True,3.5,3.7,JAX,HOU
2021091205,2681,False,3.2,3.2,HOU,JAX
2021091205,2795,True,2.6,4.9,JAX,HOU
2021091205,2838,True,2.9,4.5,JAX,HOU
2021091205,2966,True,2.5,3.3,HOU,JAX
2021091205,3053,True,2.1,3.0,HOU,JAX
2021091205,3127,True,2.4,3.5,JAX,HOU
2021091205,3151,False,3.4,3.4,JAX,HOU
2021091205,3175,True,3.0,3.1,JAX,HOU
2021091205,3210,True,3.3,4.6,JAX,HOU
2021091205,3310,True,2.6,4.7,HOU,JAX
2021091205,3361,True,3.8,4.6,JAX,HOU
2021091205,3383,True,2.6,3.4,JAX,HOU
2021091205,3426,True,3.3,3.8,JAX,HOU
2021091205,3467,True,2.7,3.6,HOU,JAX
2021091205,3548,True,4.8,5.1,HOU,JAX
2021091205,3631,True,2.2,2.9,HOU,JAX
