gameId,playId,pocket_time,oline,dline,quarter,down,yardsToGo,pff_passCoverage
2021091200,4274,3.4,ATL,PHI,4,1,10,Cover-6
2021091200,4298,2.5,ATL,PHI,4,2,5,Quarters
2021091200,4317,2.7,ATL,PHI,4,3,13,Quarters
2021091200,4346,2.4,ATL,PHI,4,4,13,Quarters
2021091200,4367,2.8,ATL,PHI,4,3,17,Quarters
2021091201,63,3.1,BUF,PIT,1,1,10,Quarters
2021091201,111,3.1,BUF,PIT,1,3,5,Cover-1
2021091201,262,2.0,PIT,BUF,1,3,4,Cover-1
2021091201,345,3.7,BUF,PIT,1,1,10,Cover-1
2021091201,406,3.7,BUF,PIT,1,2,14,Cover-2
2021091201,430,3.3,BUF,PIT,1,3,9,Cover-3
2021091201,454,3.3,BUF,PIT,1,1,10,Cover-2
2021091201,476,2.2,BUF,PIT,1,2,10,Cover-1
2021091201,500,1.4,BUF,PIT,1,1,10,Cover-3
2021091201,561,4.6,BUF,PIT,1,2,14,Cover-6
2021091201,589,3.0,BUF,PIT,1,3,14,Cover-2
2021091201,639,3.0,PIT,BUF,1,1,10,Cover-6
2021091201,691,2.7,PIT,BUF,1,3,4,Cover-1
2021091201,762,3.8,BUF,PIT,1,1,10,Cover-2
2021091201,856,4.5,PIT,BUF,1,1,10,Cover-3
2021091201,901,3.3,PIT,BUF,1,3,2,Cover-6
2021091201,997,2.2,PIT,BUF,2,3,5,Cover-1
2021091201,1058,2.7,BUF,PIT,2,2,9,Cover-6
2021091201,1087,3.1,BUF,PIT,2,1,10,Cover-2
2021091201,1148,2.8,BUF,PIT,2,1,10,Cover-1
2021091201,1172,4.7,BUF,PIT,2,2,3,Cover-2
2021091201,1234,3.3,PIT,BUF,2,1,10,Quarters
2021091201,1300,3.5,PIT,BUF,2,3,12,Cover-2
2021091201,1367,3.8,BUF,PIT,2,2,13,Cover-2
2021091201,1393,2.2,BUF,PIT,2,3,13,Cover-3
2021091201,1422,2.5,PIT,BUF,2,1,10,Cover-6
2021091201,1446,2.3,PIT,BUF,2,1,10,Cover-1
2021091201,1486,3.6,PIT,BUF,2,3,20,Cover-3
2021091201,1548,2.4,BUF,PIT,2,2,9,Cover-6
2021091201,1572,3.5,BUF,PIT,2,1,10,Cover-1
2021091201,1605,2.3,BUF,PIT,2,1,20,Cover-3
2021091201,1629,3.2,BUF,PIT,2,2,10,Cover-2
2021091201,1653,3.5,BUF,PIT,2,3,5,Cover-1
2021091201,1710,1.8,BUF,PIT,2,2,7,Cover-1
2021091201,1746,3.4,BUF,PIT,2,2,2,Cover-2
2021091201,1808,3.3,BUF,PIT,2,2,9,Cover-3
2021091201,1870,4.2,BUF,PIT,2,1,6,Red Zone
2021091201,1951,3.7,BUF,PIT,2,3,3,Cover-0
2021091201,2126,2.8,PIT,BUF,3,1,10,Quarters
2021091201,2209,2.6,PIT,BUF,3,3,4,Cover-3
2021091201,2302,2.1,PIT,BUF,3,3,4,Red Zone
2021091201,2362,3.4,BUF,PIT,3,1,10,Cover-1
2021091201,2392,2.9,BUF,PIT,3,2,3,Cover-6
2021091201,2414,2.9,BUF,PIT,3,3,3,Cover-1
2021091201,2438,3.0,BUF,PIT,3,1,10,Cover-3
2021091201,2483,2.5,BUF,PIT,3,1,10,Cover-3
2021091201,2547,3.3,BUF,PIT,3,1,10,Cover-2
2021091201,2590,4.6,BUF,PIT,3,3,8,Cover-2
2021091201,2612,3.3,BUF,PIT,3,4,8,Cover-2
2021091201,2634,2.1,PIT,BUF,3,1,10,Cover-1
2021091201,2709,3.5,PIT,BUF,3,1,10,Cover-1
2021091201,2731,4.2,PIT,BUF,3,2,10,Cover-3
2021091201,2828,4.8,PIT,BUF,3,2,6,Bracket
2021091201,2850,4.0,PIT,BUF,3,3,6,Red Zone
2021091201,2912,2.7,BUF,PIT,3,1,10,Cover-2
2021091201,2936,2.9,BUF,PIT,3,1,10,Cover-3
2021091201,2983,3.4,BUF,PIT,3,3,8,Cover-1
2021091201,3004,5.0,BUF,PIT,3,1,10,Cover-3
2021091201,3049,3.2,BUF,PIT,4,2,10,Cover-2
2021091201,3165,3.1,PIT,BUF,4,3,7,Cover-1
2021091201,3219,3.0,PIT,BUF,4,1,5,Red Zone
2021091201,3312,3.1,BUF,PIT,4,2,6,Cover-3
2021091201,3346,3.2,BUF,PIT,4,3,6,Cover-2
2021091201,3431,3.6,BUF,PIT,4,1,10,Cover-3
2021091201,3584,3.0,BUF,PIT,4,3,5,Red Zone
2021091201,3655,3.9,PIT,BUF,4,1,10,Cover-3
2021091201,3709,3.6,PIT,BUF,4,2,7,Cover-1
2021091201,3756,4.2,PIT,BUF,4,1,16,Quarters
2021091201,3799,3.7,PIT,BUF,4,3,8,Cover-1
2021091201,3878,3.5,PIT,BUF,4,2,11,Cover-1
2021091201,3967,2.5,BUF,PIT,4,1,10,Cover-3
2021091201,3989,1.6,BUF,PIT,4,2,10,Cover-3
2021091201,4011,3.9,BUF,PIT,4,3,10,Cover-3
2021091201,4033,3.2,BUF,PIT,4,4,10,Cover-3
2021091201,4074,4.2,BUF,PIT,4,1,10,Cover-3
2021091201,4103,1.4,BUF,PIT,4,1,10,Cover-3
2021091201,4156,3.3,BUF,PIT,4,2,20,Cover-3
2021091201,4180,3.6,BUF,PIT,4,3,10,Cover-3
2021091201,4209,2.8,BUF,PIT,4,1,10,Cover-3
2021091201,4233,2.7,BUF,PIT,4,2,5,Cover-3
2021091201,4266,2.4,BUF,PIT,4,1,10,Cover-3
2021091202,88,2.7,NYJ,CAR,1,2,8,Cover-3
2021091202,210,2.4,NYJ,CAR,1,2,14,Cover-3
2021091202,394,3.2,CAR,NYJ,1,3,5,Cover-1
2021091202,467,2.1,NYJ,CAR,1,2,8,Quarters
2021091202,489,3.7,NYJ,CAR,1,3,8,Cover-1
2021091202,602,2.8,CAR,NYJ,1,1,10,Cover-1
2021091202,664,3.2,CAR,NYJ,1,2,15,Quarters
2021091202,688,2.8,CAR,NYJ,1,3,7,Cover-1
2021091202,815,2.2,NYJ,CAR,1,2,10,Cover-2
2021091202,837,2.5,NYJ,CAR,1,3,10,Cover-2
2021091202,935,3.3,CAR,NYJ,1,2,6,Cover-3
2021091202,957,2.8,CAR,NYJ,1,3,6,Cover-1
2021091202,1021,2.8,CAR,NYJ,2,2,9,Cover-6
2021091202,1074,3.4,CAR,NYJ,2,2,5,Cover-3
2021091202,1113,2.5,CAR,NYJ,2,1,10,Cover-3
2021091202,1241,3.7,NYJ,CAR,2,2,8,Cover-3
2021091202,1297,2.0,NYJ,CAR,2,1,10,Cover-3
2021091202,1319,3.3,NYJ,CAR,2,2,10,Cover-3
2021091202,1350,2.6,CAR,NYJ,2,1,10,Cover-3
2021091202,1419,3.1,CAR,NYJ,2,2,3,Red Zone
2021091202,1441,2.7,CAR,NYJ,2,3,3,Cover-1
2021091202,1497,2.0,NYJ,CAR,2,1,10,Cover-3
2021091202,1519,2.3,NYJ,CAR,2,2,10,Cover-3
2021091202,1543,3.2,NYJ,CAR,2,1,10,Cover-3
2021091202,1596,2.3,NYJ,CAR,2,2,11,Quarters
2021091202,1620,2.5,NYJ,CAR,2,3,1,Cover-1
2021091202,1696,4.8,CAR,NYJ,2,1,10,Quarters
2021091202,1752,3.6,NYJ,CAR,2,1,10,Quarters
2021091202,1774,2.5,NYJ,CAR,2,2,10,Cover-3
2021091202,1798,3.2,NYJ,CAR,2,3,2,Cover-1
2021091202,1885,3.0,CAR,NYJ,2,2,9,Cover-1
2021091202,1909,5.8,CAR,NYJ,2,1,10,Cover-6
2021091202,1943,3.3,CAR,NYJ,2,2,6,Cover-6
2021091202,1967,2.6,CAR,NYJ,2,3,1,Cover-3
2021091202,1991,3.4,CAR,NYJ,2,1,10,Quarters
2021091202,2153,3.2,CAR,NYJ,3,1,10,Cover-1
2021091202,2196,3.4,CAR,NYJ,3,3,2,Cover-1
2021091202,2261,2.1,NYJ,CAR,3,2,9,Cover-3
2021091202,2283,2.6,NYJ,CAR,3,3,9,Cover-1
2021091202,2345,3.1,NYJ,CAR,3,2,13,Cover-3
2021091202,2367,3.6,NYJ,CAR,3,3,13,Cover-6
2021091202,2428,1.7,CAR,NYJ,3,2,6,Cover-1
2021091202,2457,2.5,CAR,NYJ,3,1,10,Cover-3
2021091202,2481,3.2,CAR,NYJ,3,2,9,Cover-1
2021091202,2503,2.5,CAR,NYJ,3,3,9,Cover-1
2021091202,2543,3.8,NYJ,CAR,3,1,10,Quarters
2021091202,2586,5.2,NYJ,CAR,3,3,19,Cover-6
2021091202,2662,2.5,CAR,NYJ,3,2,7,Cover-6
2021091202,2684,2.9,CAR,NYJ,3,3,7,Cover-1
2021091202,2797,4.3,NYJ,CAR,3,2,9,Cover-3
2021091202,2821,3.0,NYJ,CAR,3,1,10,Cover-3
2021091202,2883,2.2,NYJ,CAR,3,3,2,Cover-1
2021091202,2949,4.4,NYJ,CAR,3,1,10,Cover-6
2021091202,3075,3.4,CAR,NYJ,4,3,6,Cover-2
2021091202,3376,3.0,NYJ,CAR,4,1,10,Cover-2
2021091202,3398,2.6,NYJ,CAR,4,2,10,Cover-3
2021091202,3420,2.8,NYJ,CAR,4,3,10,Cover-1
2021091202,3490,2.8,CAR,NYJ,4,1,10,Cover-1
2021091202,3512,4.0,CAR,NYJ,4,2,10,Quarters
2021091202,3536,2.8,CAR,NYJ,4,3,7,Cover-1
2021091202,3606,2.0,NYJ,CAR,4,1,10,Quarters
2021091202,3635,3.2,NYJ,CAR,4,2,4,Quarters
2021091202,3675,3.2,NYJ,CAR,4,2,9,Cover-3
2021091202,3699,2.8,NYJ,CAR,4,1,10,Quarters
2021091202,3723,2.2,NYJ,CAR,4,2,8,Cover-6
2021091202,3745,3.8,NYJ,CAR,4,3,8,Quarters
2021091202,3767,3.0,NYJ,CAR,4,4,8,Cover-3
2021091202,3791,2.8,NYJ,CAR,4,1,10,Cover-2
2021091202,3820,2.5,NYJ,CAR,4,1,10,Bracket
2021091202,3843,3.6,NYJ,CAR,4,2,20,Quarters
2021091202,3889,3.2,NYJ,CAR,4,3,8,Red Zone
2021091202,3914,2.4,NYJ,CAR,4,0,0,Cover-0
2021091203,125,3.1,MIN,CIN,1,2,11,Cover-3
2021091203,149,3.6,MIN,CIN,1,3,5,Cover-1
2021091203,223,2.6,MIN,CIN,1,2,14,Cover-3
2021091203,258,3.7,MIN,CIN,1,2,24,Cover-2
2021091203,280,3.0,MIN,CIN,1,3,24,Cover-3
2021091203,405,2.5,CIN,MIN,1,2,12,Cover-1
2021091203,533,2.3,MIN,CIN,1,3,6,Cover-0
2021091203,601,2.1,CIN,MIN,1,2,7,Quarters
2021091203,620,2.9,CIN,MIN,1,3,19,Cover-2
2021091203,672,2.0,MIN,CIN,1,1,10,Cover-3
2021091203,722,3.5,MIN,CIN,1,1,10,Cover-3
2021091203,765,5.1,MIN,CIN,1,3,20,Cover-3
2021091203,845,2.8,CIN,MIN,1,3,5,Cover-3
2021091203,924,3.0,MIN,CIN,2,1,10,Cover-3
2021091203,1041,3.8,MIN,CIN,2,1,10,Cover-3
2021091203,1086,2.5,MIN,CIN,2,1,10,Cover-1
2021091203,1258,3.1,MIN,CIN,2,3,24,Cover-1
2021091203,1414,1.9,CIN,MIN,2,1,10,Cover-1
2021091203,1485,3.6,CIN,MIN,2,3,9,Cover-6
2021091203,1521,2.4,CIN,MIN,2,1,10,Cover-1
2021091203,1561,2.6,CIN,MIN,2,3,7,Cover-1
2021091203,1591,3.7,CIN,MIN,2,1,10,Quarters
2021091203,1667,3.7,CIN,MIN,2,2,2,Red Zone
2021091203,1723,3.0,MIN,CIN,2,1,10,Cover-2
2021091203,1745,2.2,MIN,CIN,2,2,10,Cover-6
2021091203,1780,3.7,MIN,CIN,2,2,20,Cover-3
2021091203,1809,3.6,MIN,CIN,2,3,15,Cover-1
2021091203,1885,3.3,CIN,MIN,2,1,10,Quarters
2021091203,1909,3.4,CIN,MIN,2,1,10,Cover-6
2021091203,1938,3.8,CIN,MIN,2,2,8,Cover-3
2021091203,1967,3.5,CIN,MIN,2,1,10,Quarters
2021091203,2063,4.4,MIN,CIN,2,1,15,Cover-2
2021091203,2104,2.7,MIN,CIN,2,1,10,Cover-2
2021091203,2186,2.8,MIN,CIN,2,2,20,Cover-1
2021091203,2219,4.8,MIN,CIN,2,3,20,Cover-3
2021091203,2376,2.7,CIN,MIN,3,3,1,Cover-3
2021091203,2400,3.9,CIN,MIN,3,1,10,Cover-1
2021091203,2450,2.3,CIN,MIN,3,2,6,Cover-3
2021091203,2472,3.8,CIN,MIN,3,3,6,Cover-6
2021091203,2538,3.6,CIN,MIN,3,2,3,Cover-1
2021091203,2685,4.0,MIN,CIN,3,3,2,Cover-1
2021091203,2751,3.2,MIN,CIN,3,2,26,Cover-2
2021091203,2773,2.9,MIN,CIN,3,3,26,Cover-3
2021091203,2822,3.2,CIN,MIN,3,1,10,Cover-2
2021091203,2862,3.1,CIN,MIN,3,3,16,Cover-6
2021091203,2909,3.9,MIN,CIN,3,1,10,Quarters
2021091203,2952,3.1,MIN,CIN,3,3,4,Cover-1
2021091203,2974,2.5,MIN,CIN,3,4,4,Cover-0
2021091203,3239,3.0,MIN,CIN,4,2,5,Cover-3
2021091203,3261,3.4,MIN,CIN,4,3,5,Cover-1
2021091203,3320,1.9,MIN,CIN,4,2,5,Quarters
2021091203,3366,4.4,MIN,CIN,4,2,8,Cover-3
2021091203,3405,3.4,MIN,CIN,4,3,8,Cover-2
2021091203,3429,3.2,MIN,CIN,4,1,10,Cover-3
2021091203,3453,3.9,MIN,CIN,4,2,2,Cover-3
2021091203,3623,2.8,CIN,MIN,4,2,5,Quarters
2021091203,3645,3.2,CIN,MIN,4,3,5,Cover-2
2021091203,3682,2.4,MIN,CIN,4,1,10,Cover-3
2021091203,3740,3.5,MIN,CIN,4,2,20,Cover-6
2021091203,3764,3.1,MIN,CIN,4,3,10,Cover-0
2021091203,3977,3.3,MIN,CIN,4,1,10,Cover-2
2021091203,4001,3.7,MIN,CIN,4,2,3,Cover-2
2021091203,4025,2.5,MIN,CIN,4,1,10,Cover-1
2021091203,4047,2.8,MIN,CIN,4,2,10,Cover-1
2021091203,4076,4.1,MIN,CIN,4,3,10,Cover-1
2021091203,4100,2.9,MIN,CIN,4,4,4,Bracket
2021091203,4124,4.0,MIN,CIN,4,1,10,Cover-1
2021091203,4284,3.9,CIN,MIN,5,1,10,Cover-6
2021091203,4329,2.9,CIN,MIN,5,3,3,Cover-2
2021091203,4393,2.7,MIN,CIN,5,2,11,Cover-1
2021091203,4415,3.5,MIN,CIN,5,3,11,Cover-1
2021091203,4528,3.5,CIN,MIN,5,3,6,Cover-6
2021091203,4596,4.0,MIN,CIN,5,2,10,Cover-1
2021091203,4629,2.3,MIN,CIN,5,1,10,Cover-3
2021091203,4682,3.6,MIN,CIN,5,3,2,Cover-1
2021091203,4849,3.0,CIN,MIN,5,4,1,Cover-0
2021091204,90,2.2,DET,SF,1,1,10,Cover-1
2021091204,135,2.7,DET,SF,1,2,8,Cover-3
2021091204,157,4.0,DET,SF,1,3,8,Cover-3
2021091204,282,3.2,DET,SF,1,1,10,Cover-3
2021091204,328,3.7,DET,SF,1,3,18,Cover-3
2021091204,417,2.2,SF,DET,1,2,1,Quarters
2021091204,487,3.3,SF,DET,1,3,6,Cover-1
2021091204,516,3.7,SF,DET,1,1,5,Red Zone
2021091204,596,3.0,DET,SF,1,1,10,Cover-3
2021091204,660,3.7,DET,SF,1,2,3,Cover-3
2021091204,693,3.8,DET,SF,1,1,10,Cover-3
2021091204,712,4.0,DET,SF,1,2,20,Cover-3
2021091204,736,2.5,DET,SF,1,3,8,Cover-1
2021091204,807,2.6,DET,SF,1,3,2,Cover-1
2021091204,831,2.7,DET,SF,1,4,1,Cover-1
2021091204,895,3.6,DET,SF,2,2,9,Red Zone
2021091204,919,3.3,DET,SF,2,3,6,Cover-1
2021091204,1026,4.2,SF,DET,2,2,7,Cover-3
2021091204,1054,2.8,SF,DET,2,1,10,Cover-3
2021091204,1163,2.0,DET,SF,2,2,7,Quarters
2021091204,1187,3.3,DET,SF,2,3,5,Cover-3
2021091204,1300,3.1,DET,SF,2,3,15,Cover-3
2021091204,1365,4.3,SF,DET,2,1,10,Cover-2
2021091204,1443,4.3,SF,DET,2,1,10,Cover-3
2021091204,1488,2.4,SF,DET,2,2,7,Cover-3
2021091204,1579,2.5,DET,SF,2,1,10,Cover-3
2021091204,1641,5.6,DET,SF,2,2,7,Cover-1
2021091204,1670,4.0,DET,SF,2,3,8,Cover-3
2021091204,1775,2.6,DET,SF,2,2,14,Cover-3
2021091204,1811,2.6,DET,SF,2,3,20,Cover-3
2021091204,1916,2.8,SF,DET,2,1,10,Cover-6
2021091204,1938,4.2,SF,DET,2,2,10,Cover-3
2021091204,1979,2.0,SF,DET,2,1,10,Cover-3
2021091204,2034,3.7,SF,DET,2,3,7,Prevent
2021091204,2148,3.1,SF,DET,3,1,10,Cover-1
2021091204,2196,3.0,SF,DET,3,2,8,Quarters
2021091204,2263,2.6,SF,DET,3,2,10,Cover-3
2021091204,2345,3.0,DET,SF,3,1,10,Cover-3
2021091204,2367,3.7,DET,SF,3,2,10,Cover-3
2021091204,2421,3.1,DET,SF,3,2,9,Cover-3
2021091204,2447,2.7,DET,SF,3,3,9,Cover-3
2021091204,2596,2.5,SF,DET,3,3,8,Cover-1
2021091204,2652,2.4,DET,SF,3,1,10,Cover-3
2021091204,2699,2.0,DET,SF,3,3,1,Cover-1
